[猎户] --> [Thợ săn] <<>> [猎户] --> [Liệp Hộ] | **3. 猎户 (Liệp Hộ)** (nam, tuổi trung niên, là những người săn bắn, có thể là người dân thường)
[地灵霸龟] --> [Địa Linh Bá Quy] <<>> [地灵霸龟] --> [Địa Linh Phách Quy] | **16. 地灵霸龟 (Địa Linh Bá Quy)** là một con rùa khổng lồ, là địa linh của ba vương truyền thừa, có mối quan hệ hợp tác với Phương Nguyên, có nhiệm vụ hỗ trợ Phương Nguyên luyện chế cổ trùng.

[信念蛊] --> [Cổ Tín Niệm] <<>> [信念蛊] --> [Tín Niệm Cổ] | **2. 信念蛊 (Tín Niệm Côn trùng)** là một loại côn trùng, có khả năng soi sáng con đường cho Nhân Tổ, có mối quan hệ hỗ trợ với Nhân Tổ.

[勇气蛊] --> [Cổ Dũng Khí] <<>> [勇气蛊] --> [Dũng Khí Cổ] | **3. 勇气蛊 (Dũng Khí Côn trùng)** là một loại côn trùng, là bạn tốt của Hope Gu (Hy Vọng Côn trùng), có khả năng giúp Nhân Tổ đuổi đi những Côn trùng lo âu, hỗ trợ Nhân Tổ trong hành trình.

[生死门] --> [Sinh Tử Môn] <<>> [生死门] --> [Sanh Tử Môn] | **4. 生死门 (Sinh Tử Môn)** là một cánh cổng dẫn đến hai con đường: con đường sống và con đường chết, là thử thách mà Nhân Tổ phải vượt qua.

[忧患蛊] --> [Cổ Ưu Hoạn] <<>> [忧患蛊] --> [Ưu Hoạn Cổ] | **5. 忧患蛊 (Ưu Hoạn Côn trùng)** là một loại côn trùng, đại diện cho những khó khăn, trở ngại, xuất hiện trên cả hai con đường Sinh Tử Môn.

[公平蛊] --> [Cổ Công Bằng] <<>> [公平蛊] --> [Công Bình Cổ] | **6. 公平蛊 (Công Bình Côn trùng)** là một loại côn trùng, có hình thể khổng lồ khi ở trong Sinh Tử Môn, có khả năng nhìn thấy và biết được mọi thứ trong Sinh Tử Môn, giúp Nhân Tổ tìm thấy con trai cả.

[宿命蛊] --> [Cổ Số Mệnh] <<>> [宿命蛊] --> [Túc Mệnh Cổ] | **9. 宿命蛊 (Số Mệnh Côn trùng)** là một loại côn trùng, quyết định sự sống và cái chết, là nguyên nhân khiến Thái Nhật Dương Mãng chết.

[胆识蛊] --> [Cổ Can Đảm] <<>> [胆识蛊] --> [Đảm Thức Cổ] | **10. 胆识蛊 (Dám Thức Côn trùng)** là một loại côn trùng, giúp Nhân Tổ tăng cường sức mạnh tinh thần, có thể đạt được khi đánh thức đá gan ở núi Động Hồn.

[灰石族长] --> [Hôi Thạch tộc trưởng] <<>> [灰石族长] --> [Hôi Thạch Tộc Trường] | **15. 灰石族长 (Hôi Thạch Tộc Trưởng)** là nam, người đá, là ông nội của Nghiêm Dũng, tộc trưởng bộ tộc đá, có tuổi tác lớn, có trách nhiệm dẫn dắt bộ tộc.

[花岗石人] --> [Người đá hoa cương] <<>> [花岗石人] --> [Hoa Cương Thạch Nhân] | **16. 花岗石人 (Hoa Cương Thạch Nhân)** là nam, người đá, là một trong những tộc trưởng của bộ tộc đá.

[铁石人] --> [Người sắt] <<>> [铁石人] --> [Thiết Thạch Nhân] | **17. 铁石人 (Thiết Thạch Nhân)** là nam, người đá, là một trong những tộc trưởng của bộ tộc đá.

[青石人] --> [Người đá xanh] <<>> [青石人] --> [Thanh Thạch Nhân] | **18. 青石人 (Thanh Thạch Nhân)** là nam, người đá, là một trong những tộc trưởng của bộ tộc đá.

[剑一生] --> [Kiếm Nhất Sinh] <<>> [剑一生] --> [Kiếm Nhất Sanh] | **21. 剑一生 (Kiếm Nhất Sinh)** là nam, một người tu luyện ma đạo, là một trong những người tu luyện ma đạo trên núi Thiên Ti, có tính cách hèn hạ, thích lợi dụng người khác.

[太上大长老] --> [Thái thượng đại trưởng lão] <<>> [太上大长老] --> [Thái Thượng Đại Trường Lão], [二长老] --> [Nhị trưởng lão] <<>>  [二长老] --> [Nhị Trường Lão], [三长老] --> [Tam trưởng lão] <<>>  [三长老] --> [Tam Trường Lão] | **5. 太上大长老 (Thái Thượng Đại Trường Lão), 二长老 (Nhị Trường Lão), 三长老 (Tam Trường Lão)** là nam, tuổi có thể ước tính là cao niên, là các trưởng lão cấp cao trong Tiên Hạc Môn, có quyền lực và ảnh hưởng trong môn phái.

[蛮多] --> [Man nhiều] <<>> [蛮多] --> [Man Đa] | **7. Tộc trưởng tộc Man** là nam, tuổi trung niên, là tộc trưởng của tộc Man, có mối quan hệ huyết thống với蛮多 (Man Đa).

[紫嫣然] --> [Tử Yên Nhiên] <<>> [紫嫣然] --> [Tử 嫣 Nhiên] | **9. 紫嫣然 (Tử Yên Nhiên)** là nữ, là trùng tiên thất chuyển, sống ở Phúc địa Tử độc, được gọi là Nương tử độc xà.

[葛家老族长] --> [Lão tộc trưởng Cát gia] <<>> [葛家老族长] --> [Cát Gia Lão Tộc Trường] | **3. 葛家老族长 (Tộc trưởng họ Kê)** là nam, tuổi trung niên, là tộc trưởng của gia tộc họ Kê, là một nhân vật phụ, có tài năng võ công, tính cách thận trọng, mưu lược, có trách nhiệm với gia tộc.

[毒蝎娘子] --> [Độc Hạt nương tử] <<>> [毒蝎娘子] --> [Độc Hiết Nương Tử] | **13. 毒蝎娘子 (Độc Tiết Nương Tử)** là nữ, là một nhân vật được nhắc đến, là một người luyện độc, có sức mạnh phi thường.

[白眼狼] --> [Sói mắt trắng] <<>> [白眼狼] --> [Bạch Nhãn Lang] | **9. 白眼狼 (Bạch nhãn lang) (Sói mắt trắng)**

[战堂家老] --> [Gia lão Chiến Đường] <<>> [战堂家老] --> [Chiến Đường Gia Lão] | **17. 战堂家老 (Chiến Đường gia lão) (Gia lão Chiến Đường)**

[其他家老] --> [Những gia lão khác] <<>> [其他家老] --> [Kỳ Tha Gia Lão] | **19. 其他家老 (Khác gia lão)**

[花粉兔] --> [Thỏ phấn hoa] <<>> [花粉兔] --> [Hoa Phấn Thỏ] | **34.  花粉兔 (Phấn hoa thỏ) (Thỏ phấn hoa)**

[铁羽箭蛊] --> [Cổ Thiết Vũ Tiễn] <<>> [铁羽箭蛊] --> [Thiết Vũ Tiến Cổ] | **35.  铁羽箭蛊 (Thiết vũ tiễn cổ) (Cổ trùng mũi tên sắt)**

[蛛丝马迹蛊] --> [Cổ Để Lại dấu vết] <<>> [蛛丝马迹蛊] --> [Chu Ti Mã Tích Cổ] | **42.  蛛丝马迹蛊 (Trư ti sợi tích cổ)**

[驭狼蛊] --> [Cổ Ngự Lang] <<>> [驭狼蛊] --> [Ngự Lang Cổ] | **43.  驭狼蛊 (Dự lang cổ) (Cổ trùng điều khiển sói)**

[十钧之力蛊] --> [Thập Quân Lực Cổ] <<>> [十钧之力蛊] --> [Thập Quân Chi Lực Cổ] | **44.  十钧之力蛊 (Thập cân chi lực cổ)**

[狼吞蛊] --> [Cổ Sói Thôn] <<>> [狼吞蛊] --> [Lang Thôn Cổ] | **45.  狼吞蛊 (Lang thôn cổ)**

[推杯换盏蛊] --> [Cổ Nâng Ly Cạn Chén] <<>> [推杯换盏蛊] --> [Thôi Bôi Hoán Trản Cổ] | **46.  推杯换盏蛊 (Đẩy bôi hoán chản cổ)**

[天青狼毛蛊] --> [Cổ Lông Sói Thiên Thanh] <<>> [天青狼毛蛊] --> [Thiên Thanh Lang Mao Cổ] | **50.  天青狼毛蛊 (Thiên thanh lang mao cổ)**

[骨竹蛊] --> [Cổ cốt trúc] <<>> [骨竹蛊] --> [Cốt Trúc Cổ] | **52.  骨竹蛊 (Cốt trúc cổ)**

[神念蛊] --> [Cổ Thần Niệm] <<>> [神念蛊] --> [Thần Niệm Cổ] | **57.  神念蛊 (Thần niệm cổ)**

[星门蛊] --> [Cổ Tinh Môn] <<>> [星门蛊] --> [Tinh Môn Cổ] | **58.  星门蛊 (Tinh môn cổ)**

[驭兽蛊] --> [Cổ Ngự Thú] <<>> [驭兽蛊] --> [Ngự Thú Cổ] | **61.  驭兽蛊 (Dự thú cổ) (Cổ trùng điều khiển thú)**

[第二空窍蛊] --> [Cổ Không Khiếu thứ hai] <<>> [第二空窍蛊] --> [Đệ Nhị Không Khiếu Cổ] | **63.  第二空窍蛊 (Đệ nhị không khiếu cổ)**

[摇光仙子] --> [Dao Quang tiên tử] <<>> [摇光仙子] --> [Diêu Quang Tiên Tử] | **9. 摇光仙子 (Dao Quang Tiên Tử)**

[砚石老人] --> [Quắc Thạch Lão Nhân] <<>> [砚石老人] --> [Nghiễn Thạch Lão Nhân] | **11. 砚石老人 (Nghiên Thạch Lão Nhân)**

[琅琊地灵] --> [Địa linh Lang Gia] <<>> [琅琊地灵] --> [Lang Gia Địa Linh] | **4. 琅琊地灵 (Lang Nha Địa Linh)**

[贝] --> [Bét] <<>> [贝] --> [Bối] | Là nam, tuổi không được đề cập, có thể là tuổi trẻ, là tộc trưởng của Gia tộc贝 (Bối Gia), có thực lực Cổ Tiên tam chuyển.

[努尔家] --> [Nhà Nỗ Nhĩ] <<>> [努尔家] --> [Nỗ Nhĩ Gia] | **36.  努尔家 (Nột gia)** là một gia tộc, có tộc trưởng là Nột Thư, là một gia tộc lớn, có mối quan hệ với Mã gia.

[影宗福地] --> [Phúc địa Ảnh Tông] <<>> [影宗福地] --> [Ảnh Tông Phúc Địa] | **41.  影宗福地 (Ảnh Tông Phúc Địa)** là một Phúc Địa, có chủ nhân là Nghiên Thạch Lão Nhân, là một thế lực lớn, có mối quan hệ với Phương Nguyên.

[狐仙福地] --> [Phúc địa Hồ Tiên] <<>> [狐仙福地] --> [Hồ Tiên Phúc Địa] | **42.  狐仙福地 (Hồ Tiên Phúc Địa)** là một Phúc Địa, là nơi Phương Nguyên cư trú và phát triển, có mối quan hệ với Tiểu Hồ Tiên.

[琅琊福地] --> [Phúc địa Lang Gia] <<>> [琅琊福地] --> [Lang Gia Phúc Địa] | **43.  琅琊福地 (Lang Nha Phúc Địa)** là một Phúc Địa, có liên quan đến Lang Nha Địa Linh, là nơi Phương Nguyên giao dịch.

[腐毒草原] --> [Thảo nguyên Hủ Độc] <<>> [腐毒草原] --> [Hủ Độc Thảo Nguyên] | **45.  腐毒草原 (Phú Độc Thảo Nguyên)** là một vùng đất, là nơi Phương Nguyên từng trải qua, có liên quan đến Định Tiên Du.

[王庭福地] --> [Phúc địa Vương Đình] <<>> [王庭福地] --> [Vương Đình Phúc Địa] | **50.  王庭福地 (Vương Đình Phúc Địa)** là một Phúc Địa, là nơi diễn ra tranh giành quyền lực của các gia tộc, có liên quan đến Cự Dương Tiên Tôn và Mã gia.

[八十八角真阳楼] --> [Lầu Chân Dương tám mươi tám góc] <<>> [八十八角真阳楼] --> [Bát Thập Bát Giác Chân Dương Lâu] | **51.  八十八角真阳楼 (Bát Thập Bát Giác Chân Dương Lâu)** là một tòa nhà, nằm trong Vương Đình Phúc Địa, có liên quan đến Cự Dương Tiên Tôn và Lang Nha Địa Linh.

[柴明] --> [Sài Minh] <<>> [柴明] --> [Sài Minh], [水魔浩激流] --> [Dòng nước chảy xiết của Thủy Ma Hạo] <<>>  [水魔浩激流] --> [Thủy Ma Hạo Kích Lưu] | **1. 柴明 (Thai Minh)** là nam, có thể tuổi trẻ, là một trong những nhân vật chính trong câu chuyện, có tài năng võ công, là con trai của người bị  水魔浩激流 (Thủy Ma Hạo Kích Lưu) sát hại, cuối cùng bị Hạo Kích Lưu giết chết.

[赵怜云] --> [Triệu Liên Vân] <<>> [赵怜云] --> [Triệu Liên Vân], [赵家] --> [Triệu gia] <<>>  [赵家] --> [Triệu Gia], [赵家族长] --> [Triệu gia tộc trưởng] <<>>  [赵家族长] --> [Triệu Gia Tộc Trường] | **20. 赵怜云 (Triệu Liên Vân)** là nữ, tuổi trẻ, là con gái của gia tộc 赵家 (Triệu Gia), có mối quan hệ thân thiết với 赵家族长 (Triệu Gia Tộc Trưởng), là một nhân vật quan trọng trong tương lai.

[圣灵儿] --> [Thánh Linh Nhi] <<>> [圣灵儿] --> [Thánh Linh Nhi], [呕心婴泣蛊] --> [Ẩn Tâm Anh Khấp Cổ] <<>>  [呕心婴泣蛊] --> [Ẩu Tâm Anh Khấp Cổ] | **3. 圣灵儿 (Thánh Linh Nhi):** Là nữ, đã trở thành bậc thầy luyện đạo, là vợ của Mã Hồng Vân, hợp tác với anh ta để luyện chế 呕心婴泣蛊 (Ngẫu Tâm Anh Khấp Cổ).

[叶家族长] --> [Tộc trưởng Diệp gia] <<>> [叶家族长] --> [Diệp Gia Tộc Trường] | **19. 叶家族长 (Diệp Gia Tộc Trưởng):** Là nam, có khả năng tứ chuyển, là tộc trưởng của gia tộc Diệp, thuộc liên minh quân sự của Hắc Lâu Lan.

[房家族长] --> [Phòng gia tộc trưởng] <<>> [房家族长] --> [Phòng Gia Tộc Trường] | **20. 房家族长 (Phòng Gia Tộc Trưởng):** Là nam, có khả năng tứ chuyển, là tộc trưởng của gia tộc Phòng, thuộc liên minh quân sự của Hắc Lâu Lan.

[汪家族长] --> [Uông gia tộc trưởng] <<>> [汪家族长] --> [Uông Gia Tộc Trường] | **21. 汪家族长 (Vương Gia Tộc Trưởng):** Là nam, có khả năng tứ chuyển, là tộc trưởng của gia tộc Vương, thuộc liên minh quân sự của Hắc Lâu Lan.

[东方射] --> [Đông Phương Xạ] <<>> [东方射] --> [Đông Phương Xạ], [羽箭精兵] --> [tinh binh vũ tiễn] <<>>  [羽箭精兵] --> [Vũ Tiến Tinh Binh] | **26. 东方射 (Đông Phương Xạ):** Là nam, có khả năng tứ chuyển cao giai, là một trong những nhân vật phụ, thuộc gia tộc Đông Phương, là người chỉ huy 羽箭精兵 (Vũ Tiễn Tinh Binh).

[耶律桑] --> [Gia Luật Tang] <<>> [耶律桑] --> [Da Luật Tang] | **31. 耶律桑 (Diệp Lật Sang):** Là nam, là một trong những nhân vật phụ, thuộc gia tộc Diệp Lật, là ứng cử viên cho vị trí Vương Đình.

[耶律莱] --> [Gia Luật Lai] <<>> [耶律莱] --> [Da Luật Lai] | **32. 耶律莱 (Diệp Lật Lai):** Là nam, là một trong những nhân vật phụ, là Cổ Tiên, thuộc gia tộc Diệp Lật, là người hỗ trợ cho Diệp Lật Sang.

[七路盟军] --> [Bảy lộ quân liên minh] <<>> [七路盟军] --> [Thất Lộ Minh Quân] | **12. 七路盟军 (Thất Lộ Minh Quân)** là một liên minh gồm 7 gia tộc, có thể là một trong những thế lực tham gia tranh giành Vương Đình Phúc Địa.

[豹群] --> [Báo bầy] <<>> [豹群] --> [Báo Quần] | **17. 豹群 (Báo Quân)** là một nhóm báo, có thể là Gu thú của Nột Nhĩ Đồ.

[常飚] --> [Thường Biểu] <<>> [常飚] --> [Thường 飚] | **27. 常飚 (Thường Biểu)** là nam, có thể là một trong những nhân vật chính, có khả năng thao túng và điều khiển Gu, có thể là một Gu tiên, có mối quan hệ với Thường Sơn Âm, Thường Cực Hữu và Nị Tuyết Đồng.

[雪松子] --> [Tuyết Tùng Tử] <<>> [雪松子] --> [Tuyết Tông Tử] | **43. 雪松子 (Tuyết Tùng Tử)** là nam, có thể là một Gu tiên, có khả năng thao túng và điều khiển Gu, có thể là một Gu tiên, có mối quan hệ với gia tộc Mã gia.

[费生成] --> [Phí Sinh thành] <<>> [费生成] --> [Phí Sanh Thành] | **48. 费生成 (Phí Thành Sinh)** là nam, có thể là một Gu tiên, có khả năng thao túng và điều khiển Gu, có thể là một Gu tiên, có mối quan hệ với gia tộc Mã gia.

[东窗蛊] --> [Cổ Đông Song] <<>> [东窗蛊] --> [Đông Song Cổ] | **56. 东窗蛊 (Đông Trang Cổ)** là một loại Gu, có khả năng lưu trữ thông tin.

[祁连] --> [Kỳ Liên] <<>> [祁连] --> [Kì Liên] | **60. 祁连 (Kỳ Liên)** là một gia tộc, có thể là một trong những gia tộc tham gia tranh giành Vương Đình Phúc Địa.

[落魄谷] --> [cốc Lạc Phách] <<>> [落魄谷] --> [Lạc Phách Cốc] | **64. 落魄谷 (Lạc Bạc Cốc)** là một địa điểm, có thể là một vùng đất linh thiêng hoặc một khu vực có nguồn năng lượng Gu mạnh mẽ.

[荡魂山] --> [Núi Đãng Hồn] <<>> [荡魂山] --> [Đãng Hồn Sơn] | **65. 荡魂山 (Đãng Hồn Sơn)** là một địa điểm, có thể là một vùng đất linh thiêng hoặc một khu vực có nguồn năng lượng Gu mạnh mẽ.

[罗伯军] --> [Quân sĩ La Nhĩ] <<>> [罗伯军] --> [La Bá Quân] | **5. 罗伯军 (La Bác Quân)** là nam, tuổi trung niên (có thể), là một trong những nhân vật chính của câu chuyện, là đạo sư Ngũ Chuyển, từng đầu quân cho Lưu Văn Vũ, sau khi Lưu gia thất bại, gia nhập tộc Hắc.

[耶律] --> [Gia Luật] <<>> [耶律] --> [Da Luật] | **17. 耶律 (Yết Lật)** là một trong những gia tộc lớn trong tộc Mã, đánh bại tộc Dương, sau đó bị tộc Mã đánh bại.

[邬夜] --> [Dạ] <<>> [邬夜] --> [Ổ Dạ] | **23. 邬夜 (Vu Dạ)** là nam, là một trong ba đạo sư bay hàng đầu Bắc Nguyên, bị tộc Mã chiêu mộ.

[火正君] --> [Hỏa Chính Quân] <<>> [火正君] --> [Hỏa Chánh Quân] | **37. 火正君 (Hỏa Chính Quân)** là nam, là đạo sư Tứ Chuyển, là người đã để lại di sản trong hang động của rắn lửa.

[地丘蛊仙] --> [Cổ tiên Địa Khâu] <<>> [地丘蛊仙] --> [Địa Khâu Cổ Tiên] | **25.  地丘蛊仙 (Địa Khu Cổ Tiên)** là nam/nữ, là một Cổ Tiên (Cổ Tiên) bí ẩn, người đã thiết lập di sản tại Địa Khu (Địa Khu).

[意外蛊] --> [Cổ ngoài ý muốn] <<>> [意外蛊] --> [Ý Ngoại Cổ] | **20. 意外蛊 (Ý Ngoại Cổ)** là một con Cổ trùng, được nhắc đến trong câu chuyện.

[思想蛊] --> [Cổ Tư Tưởng] <<>> [思想蛊] --> [Tư Tưởng Cổ] | **21. 思想蛊 (Tư Tưởng Cổ)** là một con Cổ trùng, được nhắc đến trong câu chuyện.

[爱情蛊] --> [Cổ Tình Yêu] <<>> [爱情蛊] --> [Ái Tình Cổ] | **22. 爱情蛊 (Ái Tình Cổ)** là một con Cổ trùng, được nhắc đến trong câu chuyện.

[困惑蛊] --> [Cổ Hoang Mang] <<>> [困惑蛊] --> [Khốn Hoặc Cổ] | **23. 困惑蛊 (Khốn Hỗ Cổ)** là một con Cổ trùng, được nhắc đến trong câu chuyện.

[伪装蛊] --> [Cổ ngụy trang] <<>> [伪装蛊] --> [Ngụy Trang Cổ] | **24. 伪装蛊 (Ngụy Trang Cổ)** là một con Cổ trùng, được nhắc đến trong câu chuyện.

[马英杰] --> [Mã Anh Kiệt] <<>> [马英杰] --> [Mã Anh Kiệt] | **5. 马英杰 (Mã Anh Kiệt)** là nam, tuổi trung niên, là族长 (trưởng tộc) của bộ tộc Mã gia, là một người có năng lực, đang cố gắng khôi phục lại sự thịnh vượng của bộ tộc.

[奴道] --> [Nô đạo] <<>> [奴道] --> [Nô Đạo] | * Thông tin bổ sung: Là người có kiến thức sâu rộng về奴道 (con đường nô lệ), có mối quan hệ với Mã Hồng Vân, có thể đang bị ảnh hưởng bởi 常飚 (Thường Biêu).

[常丽] --> [Thường Lệ] <<>> [常丽] --> [Thường Lệ] | **9. 常丽 (Thường Lệ)** là nữ, tuổi trẻ, là con gái nuôi của 常飚 (Thường Biêu).
